playerId,playerName,allGoals,allGoalsMissed,allGoalsAttempted,goalConversionRate,allRunMetres,allRuns,runMetres,runs,bombKicks,bombKicksDefused,bombKicksNotDefused,chargeDowns,chargedDown,conversions,conversionsAttempts,conversionsMissed,decoys,draws,dummyHalfRuns,errors,fieldGoals,fieldGoalsAttempts,fieldGoalsMissed,fortyTwentyKicks,twentyFortyKicks,gameID,hitUps,hitUpRunMetres,ineffectiveTackles,interceptedPass,intercepts,kickMetres,kickReturnMetres,kickReturns,kicks,kicksDefused,kicksNotDefused,lineDropouts,linebreakAssists,linebreaks,mins,minutesPlayed,missedTackles,offloads,onReports,oneOnOneTackles,oppositionId,penalties,penaltiesAwarded,penaltyGoals,penaltyGoalsAttempts,penaltyGoalsMissed,points,positionId,positionName,pointsConceded,roundNumber,sentOff,sinBins,supports,tackleBreaks,tackles,teamId,tries,triesConceded,tryAssists,trySaves,postContactMetres,lineEngagedRuns,receipts,passes,dummyPasses,grubberKicks,chipKicks,crossFieldKick,forcedDropOutKicker,longKicksSpace,twoManTackles,threeManTackles,fourManPlusTackles,ptbAverage,ptbTotal,ptbZeroToOne,ptbOneToTwo,ptbTwoToThree,ptbThreeToFour,ptbFourToFive,ptbFivePlus,handlingErrors,effectiveTacklePercentage,ptbPenalties,generalPlayPenalties,foulPlayPenalties,offsidePenalties,scrumPenalties,dummyHalfRunMetres,passesPerRun,tryCause,kickPressures,kickReceiptRuns,kickReceiptMetres,wins,losses,ruckInfringements,setRestartConceded10mOffside,onePointFieldGoal,twoPointFieldGoal,onePointFieldGoalAttempted,twoPointFieldGoalAttempted,onePointFieldGoalMissed,twoPointFieldGoalMissed,kickTryAssist,kickReceipt,escapeOutOfInGoal,markers,markerTackles,breakCause,tacklerForcedDropout,forcedTurnover,tryInvolvement,linebreakInvolvement,firstTryScorer,lastTryScorer,firstScorer,lastScorer,distanceGainedFromOffload,attackingKicks,ptbOpp20m,ptbWon,ptbLost
504074,Hudson Young,0,0,0,0.0,137,18,137,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20251110110,16,126,2,0,0,0.0,0,0,0,0,0,0,0,0,80,80,3,2,0,1,500032,1,0,0,0,0,0,500011,2nd Row,8,1,0,0,3,4,41,500013,0,0,0,0,55.9,1,22,5,1,0,0,0,0,0,0,0,0,4.56,13,0,0,1,4,5,3,0,89.1,0,1,1,0,0,4,0.28,0,3,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,6,0,0,1,0,1,0,0,0,0,21,0,2,6,9
505985,Zac Hosking,0,0,0,0.0,68,10,68,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20251110110,9,61,2,0,0,0.0,0,0,0,0,0,0,1,0,66,66,0,0,0,2,500032,1,0,0,0,0,0,500012,2nd Row,8,1,0,0,7,2,44,500013,0,0,1,0,36.7,1,10,1,0,0,0,0,0,0,0,0,0,3.44,8,0,0,1,7,0,0,0,95.7,0,1,1,0,0,0,0.1,0,2,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,24,8,0,0,1,0,0,0,0,0,0,0,0,0,3,5
500973,Josh Papalii,0,0,0,0.0,111,13,111,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,20251110110,10,82,3,0,0,0.0,29,3,0,0,0,0,0,0,37,37,0,1,0,0,500032,0,0,0,0,0,0,500013,Lock,8,1,0,0,1,1,25,500013,0,0,0,0,46.4,0,13,0,1,0,0,0,0,0,0,0,0,3.37,11,0,0,5,5,1,0,1,89.3,0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,26,4,1,0,1,0,0,0,0,0,0,0,0,2,6,5
100004109,Ata Mariota,0,0,0,0.0,30,4,30,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,20251110110,2,13,1,0,0,0.0,16,2,0,0,0,0,0,0,25,25,0,1,0,0,500032,0,0,0,0,0,0,500014,Interchange,8,1,0,0,1,1,15,500013,0,0,0,0,10.5,0,4,0,0,0,0,0,0,0,0,0,0,4.16,3,0,0,0,2,0,1,0,93.8,0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100006166,Morgan Smithies,0,0,0,0.0,126,14,126,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20251110110,12,117,0,0,0,0.0,0,0,0,0,0,0,0,0,57,57,1,1,0,2,500032,0,0,0,0,0,0,500014,Interchange,8,1,0,0,8,1,38,500013,0,0,0,0,60.6,2,16,4,2,0,0,0,0,0,0,0,0,3.96,11,0,0,1,7,2,1,0,97.4,0,0,0,0,0,0,0.29,0,4,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,10,1,0,0,0,0,0,0,0,0,6,0,2,7,4
100009202,Owen Pattie,0,0,0,0.0,8,2,8,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20251110110,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,19,19,1,0,0,3,500032,0,0,0,0,0,0,500014,Interchange,8,1,0,0,0,0,21,500013,0,0,0,0,0.0,1,20,19,0,0,0,0,0,0,0,0,0,7.12,1,0,0,0,0,0,1,0,91.3,0,0,0,0,0,8,9.5,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100000129,Simi Sasagi,0,0,0,0.0,36,4,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20251110110,3,28,0,0,0,0.0,0,0,0,0,0,0,0,0,14,14,0,0,0,1,500032,0,0,0,0,0,0,500014,Interchange,8,1,0,0,1,0,9,500013,0,0,0,0,17.8,0,4,0,1,0,0,0,0,0,0,0,0,3.93,4,0,0,1,1,1,1,0,100.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
501559,Charnze Nicoll-Klokstad,0,0,0,0.0,89,14,89,14,0,1,2,0,0,0,0,0,2,0,1,2,0,0,0,0,0,20251110110,0,0,0,0,0,0.0,34,4,0,1,2,0,0,0,80,80,2,2,1,0,500013,1,0,0,0,0,0,500001,Fullback,30,1,0,0,3,1,7,500032,0,0,0,0,35.9,0,40,24,0,0,0,0,0,0,0,0,0,3.63,12,0,0,2,7,3,0,2,77.8,0,1,0,0,0,0,1.71,2,1,4,34.9,0,1,0,0,0,0,0,0,0,0,0,9,0,3,2,1,0,1,0,0,0,0,0,0,15,0,1,8,5
508254,Taine Tuaupiki,0,0,0,0.0,130,16,130,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20251110110,0,0,0,0,0,0.0,3,1,0,0,1,0,0,0,80,80,1,0,0,1,500013,1,0,0,0,0,0,500002,Winger,30,1,0,0,3,2,9,500032,0,0,0,0,39.9,0,18,2,0,0,0,0,0,0,0,0,0,3.5,14,0,0,4,8,2,0,0,90.0,1,0,0,0,0,0,0.13,1,0,1,3.9,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,10,5
100006296,Ali Leiataua,0,0,0,0.0,126,12,126,12,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,20251110110,0,0,0,0,0,3.9,0,0,1,0,0,0,0,0,80,80,2,0,0,0,500013,0,0,0,0,0,0,500003,Centre,30,1,0,0,2,2,12,500032,0,0,0,0,56.3,0,13,3,0,1,0,0,0,0,0,0,0,3.9,12,0,0,3,3,5,1,1,85.7,0,0,0,0,0,0,0.25,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,1,2,11,1
508026,Adam Pompey,0,0,0,0.0,127,14,127,14,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,20251110110,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,80,80,3,2,0,1,500013,0,0,0,0,0,0,500004,Centre,30,1,0,0,3,1,6,500032,0,0,1,0,49.6,1,16,5,0,0,0,0,0,0,0,0,0,3.58,8,0,0,2,4,2,0,1,60.0,0,0,0,0,0,0,0.36,3,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0,0,0,0,0,0,0,0,14,0,1,8,1
500005,Roger Tuivasa-Sheck,0,0,0,0.0,191,23,191,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20251110110,0,0,2,0,1,0.0,50,5,0,0,0,0,0,1,80,80,1,0,0,0,500013,0,0,0,0,0,4,500005,Winger,30,1,0,0,1,3,3,500032,1,0,0,0,77.3,0,30,4,0,0,0,0,0,0,0,0,0,3.76,23,0,0,4,12,6,1,2,50.0,0,0,0,0,0,0,0.17,2,0,5,50.6,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,18,5
506851,Chanel Harris-Tavita,0,0,0,0.0,55,9,55,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20251110110,0,0,4,0,0,280.2,0,0,9,0,0,0,1,0,80,80,6,1,0,4,500013,0,0,0,0,0,0,500006,Five-Eighth,30,1,0,0,5,1,23,500032,0,0,1,0,16.8,3,49,34,1,1,0,1,0,1,0,0,0,3.75,4,0,0,1,2,0,1,0,69.7,0,0,0,0,0,0,3.78,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,3,1,0,0,1,1,0,0,0,0,12,4,2,2,2
504296,Luke Metcalf,0,2,2,0.0,70,12,70,12,2,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,20251110110,0,0,3,1,0,339.5,0,0,9,0,1,0,0,0,80,80,6,0,0,1,500013,0,0,0,0,0,0,500007,Halfback,30,1,0,0,0,0,18,500032,0,0,0,0,15.6,8,48,34,2,0,0,0,0,0,0,0,0,3.83,4,0,0,0,3,1,0,2,66.7,0,0,0,0,0,12,2.83,2,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,1,1,1,0,0,0,0,0,2,1,4,0
502580,James Fisher-Harris,0,0,0,0.0,117,14,117,14,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,20251110110,14,117,3,0,0,0.0,0,0,0,0,0,0,0,0,46,46,1,0,0,1,500013,1,0,0,0,0,0,500008,Prop,30,1,0,0,4,5,36,500032,0,0,0,0,64.2,0,14,0,0,0,0,0,0,0,0,0,0,3.35,13,0,0,6,5,1,1,1,90.0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,9,0,0,0,0,0,0,0,0,0,0,0,5,9,4
504123,Wayde Egan,0,0,0,0.0,64,7,64,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,20251110110,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,80,80,2,0,0,2,500013,0,0,0,0,0,0,500009,Hooker,30,1,0,0,0,0,51,500032,0,0,0,0,16.3,4,117,114,5,0,0,0,0,0,0,0,0,3.47,3,0,0,1,2,0,0,0,92.7,0,0,0,0,0,62,16.29,0,4,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,9,1,0,1,0,0,0,0,0,0,0,0,0,2,1
505423,Jackson Ford,0,0,0,0.0,103,12,103,12,0,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,0,20251110110,10,76,2,0,0,0.0,15,1,0,0,0,0,0,0,51,51,2,1,0,2,500013,0,0,0,0,0,0,500010,Prop,30,1,0,0,4,1,35,500032,0,0,0,0,53.5,0,13,0,0,0,0,0,0,0,0,0,0,3.52,10,0,1,2,4,3,0,1,89.7,0,0,0,0,0,10,0.0,0,2,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,4,1,0,0,0,0,0,0,0,0,0,0,3,9,2
500992,Kurt Capewell,0,0,0,0.0,39,6,39,6,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,20251110110,5,34,3,0,0,0.0,0,0,0,0,0,0,0,1,67,67,9,0,0,1,500013,1,0,0,0,0,4,500011,2nd Row,30,1,0,0,6,0,30,500032,1,0,0,0,15.9,0,6,0,0,0,0,0,0,0,0,0,0,2.52,4,0,1,2,0,1,0,1,71.4,1,0,0,0,0,0,0.0,1,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,4,1,0,1,0,0,0,0,0,0,0,0,1,4,0
502522,Marata Niukore,0,0,0,0.0,63,8,63,8,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,20251110110,8,63,4,0,0,0.0,0,0,0,1,0,0,0,0,54,54,3,0,0,0,500013,0,0,0,0,0,0,500012,2nd Row,30,1,0,0,0,2,23,500032,0,0,0,0,27.6,0,10,0,0,0,0,0,0,0,0,0,0,3.25,9,0,1,2,4,2,0,1,76.7,0,0,0,0,0,0,0.0,0,1,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,2,6,3
501267,Mitchell Barnett,0,0,0,0.0,88,11,88,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,20251110110,8,78,3,0,0,7.5,0,0,1,0,0,0,0,0,51,51,0,0,0,3,500013,0,0,0,0,0,0,500013,Lock,30,1,0,0,3,1,39,500032,0,0,0,0,38.3,3,16,7,0,0,1,0,0,0,0,0,0,3.26,7,0,0,3,2,2,0,0,92.9,0,0,0,0,0,0,0.64,0,4,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,7,1,0,0,0,0,0,0,0,0,0,1,4,6,2
100013336,Demitric Vaimauga,0,0,0,0.0,37,6,37,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20251110110,5,31,1,0,0,0.0,0,0,0,0,0,0,0,0,13,13,1,1,0,1,500013,0,0,0,0,0,0,500014,Interchange,30,1,0,0,0,0,7,500032,0,0,0,0,14.2,1,7,2,0,0,0,0,0,0,0,0,0,3.78,4,0,0,0,3,1,0,0,77.8,0,0,0,0,0,0,0.33,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,2,2,2
500083,Dylan Walker,0,0,0,0.0,75,11,75,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20251110110,5,36,0,0,0,39.3,0,0,2,0,0,0,0,0,47,47,3,0,0,0,500013,0,0,0,0,0,0,500014,Interchange,30,1,0,0,1,1,23,500032,0,0,0,0,16.5,5,26,20,1,1,1,0,1,0,0,0,0,3.0,4,0,0,2,2,0,0,0,88.5,0,0,0,0,0,0,1.82,0,4,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,1,0,0,0,0,0,0,0,2,1,2,2
503685,Erin Clark,0,0,0,0.0,130,15,130,15,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,20251110110,12,105,0,0,0,0.0,20,2,0,0,0,0,0,0,46,46,2,1,0,0,500013,0,0,0,0,0,0,500014,Interchange,30,1,0,0,1,0,24,500032,0,0,0,0,60.1,1,20,6,3,0,0,0,0,0,0,0,0,3.69,11,0,1,2,4,4,0,1,92.3,0,0,0,0,0,0,0.4,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,2,1,0,0,0,0,0,0,0,0,5,0,4,10,2
100013674,Leka Halasima,0,0,0,0.0,57,6,57,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20251110110,6,57,0,0,0,0.0,0,0,0,0,0,0,0,0,26,26,0,1,0,0,500013,1,0,0,0,0,0,500014,Interchange,30,1,0,0,2,1,10,500032,0,0,0,0,29.1,0,6,0,0,0,0,0,0,0,0,0,0,4.22,5,0,0,0,3,1,1,0,100.0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
503340,Dylan Edwards,0,0,0,0.0,218,23,218,23,0,3,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,20251110120,0,0,0,0,0,0.0,86,8,0,3,1,0,1,0,80,80,2,2,0,1,500028,0,0,0,0,0,0,500001,Fullback,22,1,0,0,12,4,9,500014,0,0,1,0,40.1,3,42,23,1,0,0,0,0,0,0,0,0,3.65,17,0,0,3,9,4,1,0,81.8,0,0,0,0,0,0,1.0,2,0,8,86.8,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1,0,0,0,1,0,0,0,0,7,0,1,7,10
100011678,Casey McLean,0,0,0,0.0,23,2,23,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20251110120,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,500028,0,0,0,0,0,0,500002,Winger,22,1,0,0,0,1,0,500014,0,0,0,0,9.7,0,2,0,0,0,0,0,0,0,0,0,0,1.84,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
509467,Izack Tago,0,0,0,0.0,150,18,150,18,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,20251110120,0,0,1,0,0,9.6,0,0,1,0,1,0,0,0,80,80,5,0,0,1,500028,1,0,0,0,0,4,500003,Centre,22,1,0,0,1,1,18,500014,1,0,0,0,51.2,0,21,3,1,1,0,0,0,0,0,0,0,3.1,15,0,2,5,5,3,0,0,75.0,1,0,0,0,0,10,0.17,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,2,2,0,0,0,0,0,0,0,0,0,1,4,6,9
501271,Luke Garner,0,0,0,0.0,190,17,190,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20251110120,3,28,3,0,0,0.0,0,0,0,1,0,0,1,1,80,80,2,0,0,0,500028,1,0,0,0,0,0,500004,Centre,22,1,0,0,2,3,14,500014,0,0,1,0,63.9,1,18,3,0,0,0,0,0,0,0,0,0,2.85,15,0,2,8,3,2,0,0,73.7,0,0,0,1,0,0,0.18,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,1,0,0,0,0,0,0,0,0,1,7,8
100004042,Paul Alamoti,0,0,0,0.0,195,19,195,19,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20251110120,1,12,0,0,0,0.0,23,4,0,2,1,0,0,1,80,80,1,1,0,0,500028,0,0,0,0,0,4,500005,Winger,22,1,0,0,6,1,6,500014,1,0,0,0,59.0,0,23,1,0,0,0,0,0,0,0,0,0,3.3,15,0,0,6,6,3,0,3,85.7,0,0,0,0,0,0,0.05,0,0,4,23.2,1,0,0,0,0,0,0,0,0,0,0,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,6,10
100003896,Jack Cole,0,0,0,0.0,45,5,45,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20251110120,0,0,1,0,0,21.6,0,0,2,0,1,0,1,0,80,80,5,0,0,2,500028,0,0,0,0,0,0,500006,Five-Eighth,22,1,0,0,10,0,26,500014,0,0,1,0,7.8,1,30,23,0,0,1,0,0,0,0,0,0,3.4,4,0,0,1,2,1,0,0,81.3,0,0,0,0,0,10,4.6,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,0,1,1,1,0,0,0,0,0,2,1,2,2
